,data_types,hubmap_id,origin_samples_unique_mapped_organs,uuid
362,['salmon_sn_rnaseq_10x'],HBM968.TKLP.596,['Small Intestine'],a24771788dc2d572e267badeb701161d
363,['salmon_sn_rnaseq_10x'],HBM693.SRHJ.546,['Small Intestine'],0910bfd40695181a73e5059909e46cda
364,['salmon_sn_rnaseq_10x'],HBM652.TXVL.374,['Small Intestine'],69ede86e15f4c129ca8eff2bb9940b36
365,['salmon_sn_rnaseq_10x'],HBM793.RPMP.954,['Large Intestine'],24f6fc63d7f0444d459de7f419701e86
366,['salmon_sn_rnaseq_10x'],HBM632.WVCH.348,['Large Intestine'],b1a0bb5adb99161eb40f977358187c6d
367,['salmon_sn_rnaseq_10x'],HBM485.HJXJ.776,['Lung (Left)'],a0bfd09a989530ba348d64499adf6a6b
368,['salmon_sn_rnaseq_10x'],HBM459.BZWV.367,['Lung (Left)'],97effe14bbcac7911a136008c3a7f5cf
369,['salmon_sn_rnaseq_10x'],HBM252.SDFT.698,['Lung (Right)'],281adda9fffc6214e76cbc3855a88cd9
370,['salmon_sn_rnaseq_10x'],HBM598.XDNT.535,['Lung (Right)'],0219f5ba7743f0fc59d027eb23c5187d
371,['salmon_sn_rnaseq_10x'],HBM657.JXDD.239,['Small Intestine'],3f3d9117172a7ebda1a57b2d871ce1be
372,['salmon_sn_rnaseq_10x'],HBM874.GLHT.852,['Kidney (Left)'],7017034c816444f6acb469834e53344f
373,['salmon_sn_rnaseq_10x'],HBM368.JCBG.263,['Kidney (Left)'],5039cf8619f6f8b5b4a14af1037e1d1f
374,['salmon_sn_rnaseq_10x'],HBM839.ZFRD.789,['Large Intestine'],0a0eb095c8e7f7c890da20184d7527cb
375,['salmon_sn_rnaseq_10x'],HBM255.NWHK.947,['Large Intestine'],ba3081716f3fa98a1670b0864c5115ff
376,['salmon_sn_rnaseq_10x'],HBM692.MHPM.997,['Large Intestine'],87e85403e3f7a946fc40bdcf5cba8360
377,['salmon_sn_rnaseq_10x'],HBM958.RMDR.582,['Small Intestine'],ced1599b71875ead46a41286ce67ba53
378,['salmon_sn_rnaseq_10x'],HBM389.MDVM.457,['Large Intestine'],4a535055190943788c69d672ba1c8a71
379,['salmon_rnaseq_10x'],HBM254.SJWB.835,['Liver'],4706e0339d507e7bd878458e2e9e7460
380,['salmon_rnaseq_slideseq'],HBM883.PHQS.523,['Kidney (Left)'],aece0d5303d9ce959cdab34a9e9f3003
381,['salmon_rnaseq_slideseq'],HBM333.XMCV.992,['Kidney (Left)'],2bd350c08997ecfec9c22f453cf4e6af
382,['salmon_rnaseq_slideseq'],HBM222.VQSW.335,['Kidney (Left)'],634511b7c63c16cfb51dc867c65cfc91
383,['salmon_sn_rnaseq_10x'],HBM879.SGNW.944,['Kidney (Right)'],59249f23ecdcc975c90de9a1956a5285
384,['salmon_sn_rnaseq_10x'],HBM629.GSHG.922,['Kidney (Right)'],56cbda4789f04d79c0c3dffe21816d48
385,['salmon_sn_rnaseq_10x'],HBM563.FFQJ.764,['Kidney (Left)'],6c4582697caa32064baebc97cade18ef
386,['salmon_sn_rnaseq_10x'],HBM495.KSKJ.994,['Kidney (Left)'],0c4b78ba3e001f58bb973ac51783d10c
387,['salmon_rnaseq_slideseq'],HBM462.QLBN.535,['Kidney (Right)'],b3d66a3ef05dcca3984087b155c6e915
388,['salmon_rnaseq_slideseq'],HBM844.KXXX.692,['Kidney (Right)'],8adfc58a225049fb0884a8289d560534
389,['salmon_rnaseq_slideseq'],HBM324.FKLK.233,['Kidney (Right)'],ae69348842e9e11be18cb3af99db834e
390,['salmon_rnaseq_slideseq'],HBM835.DNQC.492,['Kidney (Right)'],892b7cae1138be0b8181cca95b901628
391,['salmon_rnaseq_slideseq'],HBM634.JHVB.286,['Kidney (Right)'],f0d9d828d7d1e61289d72e52fafafafa
392,['salmon_rnaseq_10x'],HBM482.JGJX.834,['Spleen'],f412e76986c1012ea9589d545ed8f043
393,['salmon_rnaseq_10x'],HBM995.NPWL.939,['Spleen'],319aafd9420a0c1c6f175d6a2ef060a9
394,['salmon_rnaseq_slideseq'],HBM378.GNLP.786,['Kidney (Right)'],ea4cfecb8495b36694d9a951510dc3c6
395,['salmon_sn_rnaseq_10x'],HBM793.QCGM.999,['Kidney (Right)'],813af4ad3207830e0e7b2559413028bf
396,['salmon_rnaseq_slideseq'],HBM246.KBZS.276,['Kidney (Right)'],bba1f664447f3bf1bccb0b6ebf2f61ad
397,['salmon_rnaseq_slideseq'],HBM427.KFXP.323,['Kidney (Right)'],2ee93cd3a39b317d58d3f308281a943e
398,['salmon_rnaseq_slideseq'],HBM766.NZWP.682,['Kidney (Right)'],d68e7b99290b6b7cca686b54955a2c22
399,['salmon_rnaseq_slideseq'],HBM464.PXZP.496,['Kidney (Right)'],d88c483eea56204fd3282c5f62f31f0d
400,['salmon_rnaseq_slideseq'],HBM242.HNLH.466,['Kidney (Right)'],d655e506e3e07f345c65c3cc90d045e2
401,['salmon_rnaseq_slideseq'],HBM634.ZSHF.736,['Kidney (Right)'],8306f9bdef96312bd36c18b45bd8e141
402,['salmon_sn_rnaseq_10x'],HBM987.ZCTQ.736,['Kidney (Right)'],6c8b810d8727dfc1dba7774a26d885a5
403,['salmon_sn_rnaseq_10x'],HBM474.HCLS.566,['Kidney (Left)'],f0ba359ac01382540c1e5fe5d043e9f1
404,['salmon_sn_rnaseq_10x'],HBM892.FKTS.663,['Kidney (Left)'],1ec50f4908899d7d766c6c6f39d7d27b
405,['salmon_rnaseq_slideseq'],HBM847.MDSJ.826,['Kidney (Right)'],7c8c57d0d7f39d680f30587cc2c91c64
406,['salmon_rnaseq_slideseq'],HBM464.QLTL.574,['Kidney (Left)'],b921c30d5077581c016d87d4f4c9ff19
407,['salmon_rnaseq_slideseq'],HBM735.ZMBG.672,['Kidney (Left)'],81c50251d7f1aa85eeb6c03be44443a6
408,['salmon_rnaseq_slideseq'],HBM547.SJSK.268,['Kidney (Left)'],6fdfde6f88e34294b3cd58e070ebcba2
409,['salmon_rnaseq_slideseq'],HBM679.RLJH.432,['Kidney (Left)'],d1af36911148fdd7001fd4eebe7222f1
410,['salmon_sn_rnaseq_10x'],HBM786.HSRC.868,['Kidney (Left)'],76b410b314b455d86dfa098c97b8acf6
411,['salmon_rnaseq_slideseq'],HBM735.FSBZ.626,['Kidney (Left)'],0a21f3fa27109790483f2a0729be53de
412,['salmon_rnaseq_slideseq'],HBM987.KWLK.254,['Kidney (Left)'],c1a0c043d0a986d71552091cc1b09742
413,['salmon_sn_rnaseq_10x'],HBM843.QHNR.854,['Kidney (Left)'],c429e51920537c11fa91d1bc69085c1d
414,['salmon_sn_rnaseq_10x'],HBM363.NTWP.766,['Kidney (Right)'],c81b0dc9d16eb825a7d6bce6e1b3678f
415,['salmon_sn_rnaseq_10x'],HBM688.LGBS.644,['Kidney (Right)'],2f9777369594ff09a82bd51f6251ed83
416,['salmon_sn_rnaseq_10x'],HBM699.XBTD.684,['Kidney (Left)'],62efbe0a6abd0bcf53ab9ab29e7cd73f
417,['salmon_sn_rnaseq_10x'],HBM724.LVHJ.956,['Kidney (Right)'],d11c49c38ffba032b8a95e28a781f54b
418,['salmon_sn_rnaseq_10x'],HBM928.THDD.545,['Kidney (Right)'],4b62d9d2c248323ce029859f953fdc57
419,['salmon_sn_rnaseq_10x'],HBM264.MJCH.639,['Kidney (Right)'],0b6f63f2bd61a8c091fc7afc0f318ad1
420,['salmon_sn_rnaseq_10x'],HBM825.XQCB.939,['Kidney (Right)'],b3803d913f08b07943417fa685419cdd
421,['salmon_sn_rnaseq_10x'],HBM375.THCD.382,['Bladder'],494be3179855c071121a9307e0e84683
422,['salmon_sn_rnaseq_10x'],HBM683.PNGX.923,['Bladder'],6c57274e7a40413dc042ec32442a228b
423,['salmon_rnaseq_snareseq'],HBM886.GMKC.373,['Heart'],072b4d43162c40f48ee9ef3f341c7269
424,['salmon_rnaseq_snareseq'],HBM635.VNBM.326,['Heart'],ab8ac261ad747e5400da49ed9b5db3ad
425,['salmon_rnaseq_snareseq'],HBM533.QBXX.472,['Lung (Right)'],b8afc634e3e2b2a10f759596fa30101c
426,['salmon_rnaseq_snareseq'],HBM253.ZBGF.863,['Kidney (Left)'],4b5dc6d04aa30a6eb0b224a7ab7d03b3
427,['salmon_sn_rnaseq_10x'],HBM398.JQZB.348,['Kidney (Left)'],1197c73d127193dd493ff542890a3d3d
428,['salmon_rnaseq_snareseq'],HBM539.GJNB.784,['Kidney (Right)'],d87b2121ee1a5777c29a69307f806328
429,['salmon_rnaseq_snareseq'],HBM339.FPMK.994,['Kidney (Left)'],ac1d4544ab4886b851f74b2c21952378
430,['salmon_rnaseq_snareseq'],HBM437.LCSH.956,['Kidney (Left)'],e7bdf34c4da9f1d880f2615226e9713d
431,['salmon_rnaseq_snareseq'],HBM456.XDCK.572,['Kidney (Left)'],254801a318687281ba3e473569d89a45
432,['salmon_sn_rnaseq_10x'],HBM674.FLVW.576,['Kidney (Right)'],52ec5e111357f8fdd4ab2a3c5790cf4e
433,['salmon_sn_rnaseq_10x'],HBM936.MHTZ.834,['Kidney (Left)'],12de9dcdb62640f1687b832f69648a55
434,['salmon_rnaseq_snareseq'],HBM976.MRWH.263,['Kidney (Left)'],044b28971204366347e7ed0b7ef0c279
435,['salmon_rnaseq_snareseq'],HBM443.VNQV.892,['Kidney (Right)'],7479e6dbfa3b3a8e1e2d4f78cbe0f9e4
436,['salmon_rnaseq_snareseq'],HBM528.DMSV.294,['Kidney (Right)'],149e1be22a4961f9c6240480710836a3
437,['salmon_rnaseq_snareseq'],HBM334.DWWF.436,['Kidney (Right)'],615462a0e4aa133d8b19644c404e3eeb
438,['salmon_sn_rnaseq_10x'],HBM844.HZPP.455,['Lung (Right)'],ae9d6066c8b680aa82e8da8a259fb429
439,['salmon_sn_rnaseq_10x'],HBM967.GXVS.249,['Lung (Right)'],2a0db35326925681bfcd269de5a7e835
440,['salmon_sn_rnaseq_10x'],HBM737.XJJK.835,['Lung (Left)'],93e233e001463fea35d8617c34da098c
441,['salmon_sn_rnaseq_10x'],HBM787.DVCB.656,['Lung (Left)'],1c741950348e7e32df189a67c73360bb
442,['salmon_sn_rnaseq_10x'],HBM225.KQHH.468,['Lung (Left)'],5f2a08b1c3ce5d7d880dd19b5eb9d04c
443,['salmon_sn_rnaseq_10x'],HBM865.QLXW.297,['Lung (Left)'],48bdce10978fb6c94a513987ab657031
444,['salmon_sn_rnaseq_10x'],HBM879.DQVQ.425,['Lung (Left)'],90842f728f8bf896fe5a86e902e00f4e
445,['salmon_sn_rnaseq_10x'],HBM359.MDKK.796,['Lung (Right)'],d746afe85a0b4aa92b57fa8497e8f519
446,['salmon_rnaseq_sciseq'],HBM599.WCGN.978,['Heart'],8b65acdfecc504e9a96c84643c3ab02c
447,['salmon_sn_rnaseq_10x'],HBM957.TXXZ.387,['Heart'],33b9c54d7c295897826e1e5271d4fc24
448,['salmon_sn_rnaseq_10x'],HBM776.NXCC.553,['Lung (Right)'],9b20142483d5714c66885b690c00af4f
449,['salmon_sn_rnaseq_10x'],HBM524.KHPH.599,['Kidney (Left)'],7646a8a89555a123a56446b66c183d58
450,['salmon_sn_rnaseq_10x'],HBM943.LMMD.654,['Large Intestine'],cd0ad2f9ed2f896e682ecacfbdac01ab
451,['salmon_sn_rnaseq_10x'],HBM285.RPBV.676,['Small Intestine'],79bf632f74be9a08676131877d919127
452,['salmon_sn_rnaseq_10x'],HBM962.KQLZ.422,['Large Intestine'],04968c1fe0149ee367b0e53af55763e4
453,['salmon_sn_rnaseq_10x'],HBM947.NLPP.426,['Small Intestine'],27db7c3986c56c8ce03e71779e7ce698
454,['salmon_sn_rnaseq_10x'],HBM895.RCSZ.274,['Large Intestine'],91822c7d75c54ce838bcd4d77f076b25
455,['salmon_sn_rnaseq_10x'],HBM924.VZKC.957,['Small Intestine'],6751b407aa567865e4aa0bff3bd80a78
456,['salmon_sn_rnaseq_10x'],HBM282.NSXR.732,['Lung (Right)'],ed630484e46ea49b319c0e1f92140059
457,['salmon_rnaseq_snareseq'],HBM449.JXLG.799,['Lung (Right)'],d8ec264c4660ef7053764f71ae1789d0
458,['salmon_rnaseq_snareseq'],HBM967.LPHM.957,['Lung (Right)'],ca35382d67c90d4d9bca1ee16526b1d3
459,['salmon_sn_rnaseq_10x'],HBM963.KZKG.549,['Lung (Right)'],79f087ae551dd72997f174646bb0d5e0
460,['salmon_rnaseq_snareseq'],HBM444.DXLZ.643,['Lung (Right)'],2dac500177620d78ca174c2c1d36a6c8
461,['salmon_rnaseq_snareseq'],HBM975.WQQQ.853,['Lung (Right)'],176edb4b0e16059522f6f087576fbeec
462,['salmon_rnaseq_snareseq'],HBM938.GBST.823,['Kidney (Left)'],949827f25f423d54663f09596351795d
463,['salmon_rnaseq_snareseq'],HBM739.ZDLB.526,['Lung (Right)'],d171ff8d83f707ecca64ff159c7160a7
464,['salmon_rnaseq_snareseq'],HBM832.WTNH.257,['Lung (Right)'],58167d0f778284d5b95af782bd8132da
465,['salmon_sn_rnaseq_10x'],HBM592.RPKF.946,['Lung (Right)'],53fe8a84564b313d4e8ee90f337129dc
466,['salmon_rnaseq_10x'],HBM636.CHVG.283,['Liver'],bcea4743ccb03d1c4f51c82b88a528d6
467,['salmon_rnaseq_sciseq'],HBM726.SGLJ.852,['Heart'],de78115cc476af9422f916ddfbccbfb6
468,['salmon_rnaseq_sciseq'],HBM943.DFKN.947,['Heart'],c6bb00096b0cf40751f9d6003fb730c7
469,['salmon_rnaseq_sciseq'],HBM296.KZXD.676,['Heart'],2d0deacd8be70eefbdc33ac107d97e58
470,['salmon_sn_rnaseq_10x'],HBM892.JLFV.844,['Kidney (Left)'],57054da2dbe87b93f1adb78444086963
471,['salmon_sn_rnaseq_10x'],HBM844.RXXR.293,['Large Intestine'],061b6c8f8e76f9be125f0f93e7734642
472,['salmon_sn_rnaseq_10x'],HBM256.CJVZ.757,['Small Intestine'],9458b342e7a9bad77887b60ca42b6a26
473,['salmon_sn_rnaseq_10x'],HBM433.PPZJ.377,['Small Intestine'],5e2aaccdea5c209e217888f2c20ea64b
474,['salmon_sn_rnaseq_10x'],HBM935.WLRT.589,['Large Intestine'],5d333ab22f05d83c6a5ba4848a50b058
475,['salmon_sn_rnaseq_10x'],HBM388.BLRJ.658,['Large Intestine'],baf7cfd920bea2bbc0b6cd7d00ec1789
476,['salmon_sn_rnaseq_10x'],HBM745.RQWF.695,['Large Intestine'],f2647d9533956fdb12da6b1fc6254441
477,['salmon_sn_rnaseq_10x'],HBM536.FHLK.529,['Large Intestine'],2eca1430db3b9a4129bff717925fe932
478,['salmon_sn_rnaseq_10x'],HBM628.LKGZ.865,['Small Intestine'],6f289cf6ba3614682e8d5f6c8e93ebb1
479,['salmon_sn_rnaseq_10x'],HBM364.SJBR.333,['Large Intestine'],4e9a64e657cca28ad36bd2c62693b6e0
480,['salmon_sn_rnaseq_10x'],HBM438.GNCV.896,['Lung (Right)'],4c43019216361c99ef2d9c4a1d9b8c6b
481,['salmon_sn_rnaseq_10x'],HBM374.PCQG.742,['Small Intestine'],0b528e5d674fadada32215c364f6fcaa
482,['salmon_rnaseq_10x'],HBM852.CQCN.957,['Knee (Left)'],962958f8dab23bd26c93ceb062abb4ef
483,['salmon_sn_rnaseq_10x'],HBM588.WZRN.633,['Lung (Left)'],8e203b38828bf9171b6026e14e6e3973
484,['salmon_sn_rnaseq_10x'],HBM396.MZGH.625,['Lung (Left)'],0b1017f6a9d71c4e75125e7144b62795
485,['salmon_sn_rnaseq_10x'],HBM378.GFTQ.237,['Lung (Left)'],dc005f938f6a87d57d4150bcd5a12c92
486,['salmon_sn_rnaseq_10x'],HBM295.RNLK.468,['Lung (Right)'],643d4afbd87752a89d7643faed261aba
487,['salmon_sn_rnaseq_10x'],HBM499.LKRN.573,['Lung (Right)'],ec7cffb518a4a21025dc213ee1a27ff0
488,['salmon_sn_rnaseq_10x'],HBM973.QSHL.593,['Lung (Right)'],020117a381ac84a941c974b939ea3115
489,['salmon_sn_rnaseq_10x'],HBM422.QWBK.454,['Lung (Right)'],6204c98529c482e1bb3816559775dc54
490,['salmon_sn_rnaseq_10x'],HBM859.PCRV.548,['Lung (Right)'],f4f6e6614dd5645a37eae9dee1d6bbef
491,['salmon_sn_rnaseq_10x'],HBM683.HTPN.257,['Lung (Right)'],7b4d9ca7452ea1303ecca268db1fccba
492,['salmon_rnaseq_10x'],HBM243.NBKL.825,['Spleen'],d48b7990d638dbede870ae9c1976e475
493,['salmon_rnaseq_10x'],HBM795.TFHS.265,['Spleen'],046251c94ea0e79ee935dd3de57e093c
494,['salmon_rnaseq_10x'],HBM369.HJNP.464,['Lymph Node'],bdfebbfbbaa33bf1d2a5ae4c31cde1de
495,['salmon_rnaseq_slideseq'],HBM774.TGWX.478,['Kidney (Left)'],ad312fba7d484a57f4a9b0d05977b521
496,['salmon_rnaseq_slideseq'],HBM347.LCMZ.227,['Kidney (Left)'],9543f0b5e921d865e57a9fe3e4e62f4e
497,['salmon_rnaseq_slideseq'],HBM526.WCCD.472,['Kidney (Left)'],2107df00633f703d39e1ec74c271a9e5
498,['salmon_sn_rnaseq_10x'],HBM979.VMDC.365,['Kidney (Left)'],e5f7a14d93659bd0b8dc2819ffa9bc4b
499,['salmon_rnaseq_slideseq'],HBM628.XTDP.423,['Kidney (Left)'],dc535e26fd17b8286a57d6dcd734c648
500,['salmon_sn_rnaseq_10x'],HBM322.XJQZ.894,['Kidney (Left)'],42ab155ddff1d33fe1c505c067828614
501,['salmon_sn_rnaseq_10x'],HBM437.SXMQ.739,['Kidney (Left)'],8251c86364659887c1508def8f8cef05
502,['salmon_sn_rnaseq_10x'],HBM826.VZFT.824,['Kidney (Left)'],7b15d0833426852e59a08f6c6a75f4d8
503,['salmon_sn_rnaseq_10x'],HBM892.HQDK.764,['Kidney (Left)'],fc5560162deab57641085cdf8bcdfe87
504,['salmon_sn_rnaseq_10x'],HBM937.TWRN.355,['Kidney (Left)'],f220c9e7bcaea3a87162cbe61287ea4d
505,['salmon_sn_rnaseq_10x'],HBM244.FRPJ.636,['Kidney (Left)'],6b19b8025b7928aa2eb3c43c00955b93
506,['salmon_sn_rnaseq_10x'],HBM942.XLHP.469,['Heart'],61f4223d67ed09c9b167ebeae12c1532
507,['salmon_sn_rnaseq_10x'],HBM656.TJNG.945,['Heart'],6f98ad7345f59e9a0a60b6f706b373bb
508,['salmon_rnaseq_snareseq'],HBM995.DKLK.354,['Heart'],a87e453b4a46f684c54f4fe5299024d3
509,['salmon_rnaseq_slideseq'],HBM462.XQCR.933,['Kidney (Left)'],6cd657565c709c832300336899a1e1ec
510,['salmon_sn_rnaseq_10x'],HBM272.FWMV.423,['Kidney (Left)'],8b205b7d32b404e39106405cfc0beaad
511,['salmon_sn_rnaseq_10x'],HBM759.CHJW.244,['Kidney (Right)'],b99fc30c4195958fbef217fa9ed9ec8f
512,['salmon_rnaseq_slideseq'],HBM243.MTZV.726,['Kidney (Right)'],5137facf6f24b87d325b886ec8e5fb1f
513,['salmon_sn_rnaseq_10x'],HBM444.PWKX.639,['Kidney (Left)'],8cdb42ed1194255c74c8462b99bbd7ef
514,['salmon_rnaseq_slideseq'],HBM456.CGDP.395,['Kidney (Left)'],32b783576b6c88fec03f5e5988e3effa
515,['salmon_rnaseq_slideseq'],HBM875.FRMB.667,['Kidney (Left)'],7ed80889944d7b0276e84f179090d622
516,['salmon_rnaseq_slideseq'],HBM775.CMGG.464,['Kidney (Left)'],c6c0cca1d093fcdb8d72bd18053a7940
517,['salmon_rnaseq_slideseq'],HBM876.HTRX.668,['Kidney (Right)'],aa97a7c3e11e210bfa1629ee467bdcf6
518,['salmon_rnaseq_slideseq'],HBM537.GVTL.683,['Kidney (Right)'],17fb6d5db17936acc8fb613ce98ab808
519,['salmon_rnaseq_slideseq'],HBM996.XSNK.694,['Kidney (Right)'],10b22d398b548c141167d4d9c4cbd79e
520,['salmon_sn_rnaseq_10x'],HBM837.HQNL.776,['Kidney (Right)'],611d301d6755508efd91a6d924d7c400
521,['salmon_sn_rnaseq_10x'],HBM324.XBMF.465,['Kidney (Left)'],fe0ded5fc0355c95239f9c040dd31e99
522,['salmon_rnaseq_slideseq'],HBM393.DZDZ.972,['Kidney (Right)'],15882fef75843d5cef518853a0e8246d
523,['salmon_rnaseq_slideseq'],HBM332.KQWB.454,['Kidney (Right)'],e3d2be85088ae5073758e6609167407a
524,['salmon_sn_rnaseq_10x'],HBM884.TGCL.432,['Kidney (Left)'],aeb2f6902721eb8c7d44c1c3669c640c
525,['salmon_sn_rnaseq_10x'],HBM987.RLTF.378,['Kidney (Left)'],86ad3859bb98f5d35e5f2ce553e64164
526,['salmon_rnaseq_slideseq'],HBM532.KKRC.477,['Kidney (Right)'],fcd7a8d45be34fdccb8fa400ea81a331
527,['salmon_sn_rnaseq_10x'],HBM577.ZNLL.525,['Bladder'],cae2beaf3926759549dbf4128d6b5ebd
528,['salmon_sn_rnaseq_10x'],HBM455.HBZX.789,['Bladder'],3ff97368165004ae9e3b799cef261a2a
529,['salmon_sn_rnaseq_10x'],HBM297.TTGF.282,['Kidney (Right)'],dd9c7ba448d249b4d8d99e444c592c54
530,['salmon_sn_rnaseq_10x'],HBM299.VDWT.444,['Kidney (Right)'],367fee3b40cba682063289505b922be1
531,['salmon_sn_rnaseq_10x'],HBM546.FWVF.348,['Kidney (Left)'],9f415d53db0f3452bb642ad2d229eff0
532,['salmon_sn_rnaseq_10x'],HBM628.QKGB.497,['Kidney (Left)'],b05c21f9c94ce1a22a9694cd0fe0291e
533,['salmon_rnaseq_slideseq'],HBM647.QDBG.936,['Kidney (Right)'],c7beda8afe491243d634e3fd0531489b
534,['salmon_rnaseq_slideseq'],HBM736.MNMD.453,['Kidney (Right)'],674116f3bb6c85dc933ea4ce6ffab05f
535,['salmon_rnaseq_slideseq'],HBM958.GZCX.985,['Kidney (Right)'],28d7789ef980031fb7278646fe43ffe1
536,['salmon_rnaseq_slideseq'],HBM525.LRPL.332,['Kidney (Right)'],4734034ae3026f586bab5269085ba0e6
537,['salmon_rnaseq_slideseq'],HBM447.KCHB.778,['Kidney (Right)'],911380980cd33eac5add7f72d86de146
538,['salmon_rnaseq_slideseq'],HBM888.KGWD.659,['Kidney (Right)'],cad9fd8d9dded93c39e694f851b85b97
539,['salmon_rnaseq_slideseq'],HBM252.JLSW.848,['Kidney (Right)'],f4b3c0e24e09e1e8c16f2e4e190a8cbb
540,['salmon_rnaseq_slideseq'],HBM347.MRTV.333,['Kidney (Right)'],69e35548d14ef026c46ddbab31f761da
541,['salmon_sn_rnaseq_10x'],HBM247.HLXR.494,['Kidney (Left)'],898138b7f45a67c574e9955fb400e9be
542,['salmon_rnaseq_snareseq'],HBM694.VDGX.527,['Lung (Left)'],426940c89892024677d5d26bfbf157a0
